transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price
234,21/01/2021 2:28:00,P0351,6,mastercard,5048376745152230,F,10.04,3,11.39
235,21/01/2021 4:16:00,P0156,7,americanexpress,374288576914211,F,11.37,4,12.39
236,21/01/2021 4:33:00,P0474,7,visa,4041591883038,F,15.66,3,17.49
237,21/01/2021 5:23:00,P0343,9,americanexpress,374288628037987,F,3.66,4,4.79
238,21/01/2021 8:45:00,P0522,9,americanexpress,374283935942185,F,4.9,3,5.39
239,21/01/2021 12:10:00,P0692,8,americanexpress,374288055891443,F,11.98,1,13.49
240,21/01/2021 15:49:00,P0402,7,visa,4041594109415680,F,11.61,3,12.79
241,21/01/2021 16:57:00,P0258,8,americanexpress,374283974630204,T,16.65,4,18.09
242,21/01/2021 17:13:00,P0442,5,mastercard,5048370297382200,F,14.89,1,16.39
243,21/01/2021 18:53:00,P0364,6,mastercard,5048370502629550,F,15.78,1,17.59
244,21/01/2021 20:18:00,P0483,4,visa,4041590069014760,T,17.52,2,18.69
245,21/01/2021 23:51:00,P0590,4,visa,4041596555693090,F,8.1,2,8.79
246,22/01/2021 0:12:00,P0010,7,mastercard,5108758776552930,F,3.3,3,4.49
247,22/01/2021 13:37:00,P0314,7,americanexpress,374288774756141,T,14.84,3,16.29
248,22/01/2021 18:00:00,P0664,4,americanexpress,374288180304742,F,3.42,2,4.59
249,22/01/2021 19:20:00,P0600,2,mastercard,5048378241940700,F,7.38,2,8.29
250,22/01/2021 21:12:00,P0388,3,visa,4041596179024780,F,17.9,2,19.39
251,23/01/2021 1:48:00,P0235,3,visa,4041593066792750,F,11.99,2,13.49
252,23/01/2021 2:12:00,P0316,6,visa,4041596928788,F,1.81,2,2.19
253,23/01/2021 4:35:00,P0048,4,mastercard,5048371000867800,F,17.85,4,19.29
254,23/01/2021 6:47:00,P0220,4,mastercard,5048370037466700,F,16,1,17.79
255,23/01/2021 8:25:00,P0204,4,americanexpress,374283809130339,T,9.72,1,11.19
256,23/01/2021 10:16:00,P0304,4,americanexpress,374283646650093,F,9.19,2,10.69
257,23/01/2021 12:05:00,P0498,5,visa,4041599545126,F,11.6,1,12.79
258,23/01/2021 12:29:00,P0230,6,americanexpress,374288951592772,F,4.3,1,4.99
259,23/01/2021 13:54:00,P0355,6,visa,4041594277949,F,6.54,1,7.89
260,23/01/2021 15:27:00,P0641,6,visa,4041597117258,F,13.58,6,14.79
261,23/01/2021 15:57:00,P0475,5,americanexpress,374283601023922,F,8.08,5,8.79
262,23/01/2021 16:57:00,P0283,5,visa,4041594078756760,F,1.68,1,1.89
263,23/01/2021 17:55:00,P0201,6,americanexpress,374283700926975,F,9.09,3,11.29
264,23/01/2021 18:30:00,P0066,4,visa,4041599708856,F,9.89,2,11.29
265,23/01/2021 18:43:00,P0727,10,visa,4041593038136,T,15.63,2,17.49
266,23/01/2021 20:57:00,P0165,6,americanexpress,374288242992310,F,0.94,1,1.59
267,23/01/2021 21:08:00,P0319,6,visa,4041592524847,F,3.51,5,4.69
268,23/01/2021 22:52:00,P0245,7,mastercard,5108750321288060,F,4.19,3,4.89
269,23/01/2021 23:58:00,P0477,3,americanexpress,374283004939252,F,2.19,5,2.89
270,24/01/2021 2:54:00,P0371,4,americanexpress,374283030377063,T,5.38,2,6.29
271,24/01/2021 3:34:00,P0420,2,americanexpress,374283999640170,F,18.06,1,19.69
272,24/01/2021 6:28:00,P0655,4,mastercard,5108759522255740,F,12.45,3,14.09
273,24/01/2021 7:49:00,P0213,6,americanexpress,374288525756903,F,11.19,1,11.99
274,24/01/2021 8:44:00,P0019,3,visa,4041591895390340,F,8.58,1,9.69
275,24/01/2021 8:52:00,P0251,3,visa,4041599666501930,F,2.11,1,2.79
276,24/01/2021 11:41:00,P0348,7,visa,4041598294213,F,6.83,1,8.09
277,24/01/2021 12:16:00,P0450,6,mastercard,5048378874963810,F,3.76,3,4.79
278,24/01/2021 18:42:00,P0370,5,visa,4041593492644940,F,19.51,1,21.29
279,24/01/2021 19:04:00,P0299,4,,3588932531862990,F,13.5,2,14.79
280,24/01/2021 19:52:00,P0462,4,mastercard,5048373794369160,F,14.63,1,15.89
281,24/01/2021 22:43:00,P0448,5,mastercard,5048372837039640,T,7.11,4,8.19
282,24/01/2021 22:48:00,P0381,9,americanexpress,374283750213514,F,5.05,1,5.69
283,25/01/2021 0:24:00,P0745,8,visa,4041590619573,F,9.85,1,11.29
284,25/01/2021 4:13:00,P0487,5,mastercard,5108752040997550,F,11.44,4,12.49
285,25/01/2021 6:39:00,P0314,9,americanexpress,374288407436137,F,14.84,2,16.29
286,25/01/2021 13:47:00,P0002,9,mastercard,5048373181666940,F,3.31,1,4.49
287,25/01/2021 15:30:00,P0456,4,americanexpress,374283136554185,F,18.35,3,20.19
288,25/01/2021 19:03:00,P0528,9,americanexpress,374283094746757,F,0.62,1,1.49
289,25/01/2021 20:09:00,P0024,5,visa,4041595095472,F,6.97,1,8.09
290,25/01/2021 21:29:00,P0556,3,americanexpress,374288050353068,F,5.5,3,6.49
291,26/01/2021 1:52:00,P0264,6,americanexpress,374288075215631,F,4.11,2,4.89
292,26/01/2021 5:48:00,P0556,5,mastercard,5048371639717140,F,5.05,5,6.49
293,26/01/2021 7:07:00,P0010,6,mastercard,5048375115615070,F,3.3,1,4.49
294,26/01/2021 8:25:00,P0455,6,visa,4041598992071,F,1.63,1,1.79
295,26/01/2021 8:50:00,P0422,5,visa,4041595222399,F,4.03,3,4.99
296,26/01/2021 9:38:00,P0570,6,visa,4041599414893,T,2.32,3,3.19
297,26/01/2021 10:00:00,P0240,6,mastercard,5048376956963060,F,1.27,1,1.69
298,26/01/2021 10:22:00,P0424,6,mastercard,5108756464366760,F,6.61,1,7.89
299,26/01/2021 10:35:00,P0406,2,visa,4041598529844360,F,7.19,2,8.19
300,26/01/2021 12:02:00,P0302,7,americanexpress,374288461558693,F,5.98,1,7.29
301,26/01/2021 14:31:00,P0457,6,americanexpress,374288420393877,F,2.02,2,2.59
302,26/01/2021 14:55:00,P0304,4,americanexpress,374288727217845,F,9.19,2,10.69
303,26/01/2021 15:27:00,P0494,5,mastercard,5048379707910350,F,17.33,1,18.29
304,26/01/2021 15:53:00,P0155,6,americanexpress,374283656353711,F,7.92,2,8.39
305,26/01/2021 17:26:00,P0420,9,visa,4041591413141,F,18.06,4,19.69
306,26/01/2021 18:20:00,P0512,9,visa,4041595535865,F,15.55,1,17.39
307,27/01/2021 0:32:00,P0482,4,visa,4041599552072,F,2.75,1,3.89
308,27/01/2021 0:55:00,P0425,8,visa,4041598592814,F,10.49,4,11.49
309,27/01/2021 2:05:00,P0392,8,americanexpress,374288538134270,T,13.78,3,14.89
310,27/01/2021 4:10:00,P0212,3,visa,4041595978870660,F,1.86,2,2.29
311,27/01/2021 13:01:00,P0559,5,visa,4041591049152490,F,6.29,2,7.69
312,27/01/2021 14:41:00,P0506,4,visa,4041597507863860,F,10.54,3,11.59
313,27/01/2021 17:32:00,P0640,8,mastercard,5048374194031490,F,9.92,1,11.29
314,27/01/2021 19:13:00,P0741,5,mastercard,5048372558315490,T,8.06,4,8.69
315,27/01/2021 19:50:00,P0618,6,visa,4041599808763,F,10.03,2,11.39
