transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price
4590,11/01/2022 17:43:00,P0581,5,americanexpress,374288247054785,F,0.51,1,1.49
4591,11/01/2022 18:33:00,P0263,8,visa,4041590684460,F,2.27,2,3.09
4592,11/01/2022 21:33:00,P0606,7,americanexpress,374283233571348,F,14.31,1,15.19
4593,11/01/2022 22:16:00,P0019,6,,3549515679656170,F,8.58,1,9.69
4594,12/01/2022 01:57:00,P0278,7,americanexpress,374283703555250,F,13.24,3,14.69
4595,12/01/2022 04:31:00,P0506,9,,6394485060583270,F,10.54,1,11.59
4596,12/01/2022 04:32:00,P0170,7,visa,4041590773990570,F,8.13,2,8.89
4597,12/01/2022 04:50:00,P0154,7,americanexpress,374288304662447,F,6.06,2,7.39
4598,12/01/2022 08:10:00,P0593,9,visa,4041592461262590,F,17.78,1,19.19
4599,12/01/2022 08:25:00,P0458,6,visa,4041593102960600,F,9,5,10.39
4600,12/01/2022 08:52:00,P0231,4,visa,4041598615607,F,6.94,2,8.09
4601,12/01/2022 08:58:00,P0331,5,mastercard,5108759396651820,F,15.79,2,17.59
4602,12/01/2022 10:01:00,P0366,6,americanexpress,374288891252230,F,13.27,3,14.69
4603,12/01/2022 10:38:00,P0581,7,visa,4041591626304030,F,0.51,6,1.49
4604,12/01/2022 13:28:00,P0676,6,visa,4041594557753,F,4.72,2,4.99
4605,12/01/2022 15:21:00,P0676,6,americanexpress,374288285186572,F,4.72,2,4.99
4606,12/01/2022 15:30:00,P0304,7,mastercard,5048374346866850,F,9.19,3,10.69
4607,12/01/2022 15:50:00,P0311,7,mastercard,5048371962624380,F,9.99,1,11.39
4608,12/01/2022 17:59:00,P0569,10,americanexpress,374283878783687,F,6.84,3,8.09
4609,12/01/2022 20:51:00,P0620,8,americanexpress,374283138403548,F,18.49,1,20.39
4610,12/01/2022 21:25:00,P0455,8,mastercard,5048376243471260,F,1.63,1,1.79
4611,13/01/2022 0:36:00,P0094,7,americanexpress,374288118745990,F,13.35,1,14.79
4612,13/01/2022 2:15:00,P0473,6,americanexpress,374283098807357,F,4.79,1,5.19
4613,13/01/2022 7:35:00,P0322,6,americanexpress,374288469872815,F,13.65,1,14.89
4614,13/01/2022 8:40:00,P0414,1,mastercard,5048379836601100,F,10.22,3,11.49
4615,13/01/2022 8:55:00,P0526,4,mastercard,5048376558479820,T,3.83,4,4.79
4616,13/01/2022 9:07:00,P0535,4,,4844000218484040,F,12.16,1,13.69
4617,13/01/2022 10:18:00,P0380,13,americanexpress,374288484405914,F,10.56,2,11.59
4618,13/01/2022 11:03:00,P0234,6,mastercard,5048373531479870,F,3.13,3,4.29
4619,13/01/2022 13:24:00,P0280,6,americanexpress,374288756192042,F,6.26,2,7.59
4620,13/01/2022 15:17:00,P0440,5,americanexpress,374288009047829,F,8.88,5,10.19
4621,13/01/2022 22:04:00,P0210,3,mastercard,5048374802495170,F,2.78,2,3.89
4622,13/01/2022 23:00:00,P0445,5,americanexpress,374283021204342,F,0.15,2,1.19
4623,13/01/2022 23:01:00,P0104,6,,4175009574304560,F,14.48,4,15.59
4624,13/01/2022 23:55:00,P0279,5,,3580160824028060,F,1.49,5,1.69
4625,14/01/2022 2:01:00,P0331,8,,3558962001757970,F,15.79,2,17.59
4626,14/01/2022 2:21:00,P0225,9,mastercard,5048377074030680,F,7.79,2,8.29
4627,14/01/2022 6:23:00,P0574,2,mastercard,5048372807690970,F,9.21,1,10.69
4628,14/01/2022 10:03:00,P0482,7,americanexpress,374288331418862,F,2.75,1,3.89
4629,14/01/2022 12:04:00,P0377,6,americanexpress,374288516947800,F,0.12,2,1.19
4630,14/01/2022 13:25:00,P0418,3,americanexpress,374283698724739,F,13.24,3,14.69
4631,14/01/2022 17:28:00,P0333,9,mastercard,5108750233459710,F,16.61,2,18.09
4632,14/01/2022 17:45:00,P0096,8,visa,4041592353622730,F,15.64,1,17.49
4633,14/01/2022 18:19:00,P0158,7,visa,4041598739168300,F,3.02,1,4.19
4634,14/01/2022 18:30:00,P0403,8,visa,4041597638568,F,18.82,3,20.79
4635,14/01/2022 19:06:00,P0384,7,mastercard,5048371861449540,F,4.83,2,5.19
4636,14/01/2022 22:27:00,P0163,8,americanexpress,374288099016270,F,4.21,1,4.99
4637,15/01/2022 0:48:00,P0279,6,mastercard,5108751149153710,F,1.49,1,1.69
4638,15/01/2022 3:19:00,P0635,8,americanexpress,374283644016388,F,7.98,3,8.59
4639,15/01/2022 6:21:00,P0486,2,mastercard,5108755458577270,F,6.52,4,7.89
4640,15/01/2022 6:54:00,P0501,5,visa,4041595782814,F,0.66,4,1.49
4641,15/01/2022 14:29:00,P0464,8,visa,4041598113488,F,9.81,4,11.29
4642,15/01/2022 16:13:00,P0475,6,americanexpress,374288044500675,T,8.08,3,8.79
4643,15/01/2022 17:51:00,P0376,7,,5610902282625270,F,10.3,2,11.49
4644,15/01/2022 20:20:00,P0585,4,visa,4041590944311000,F,3.81,4,4.79
4645,15/01/2022 23:27:00,P0520,6,americanexpress,374283459509501,F,18.18,1,19.89
4646,15/01/2022 23:37:00,P0037,5,mastercard,5048372262362870,T,18.48,1,20.39
4647,16/01/2022 0:55:00,P0692,2,visa,4041593945082,F,11.98,1,13.49
4648,16/01/2022 4:12:00,P0067,5,visa,4041595491736260,F,17.72,3,19.09
4649,16/01/2022 8:59:00,P0321,7,americanexpress,374288135176161,F,17.35,3,18.29
4650,16/01/2022 11:56:00,P0269,5,americanexpress,374288549447174,F,13.6,3,14.79
4651,16/01/2022 12:09:00,P0436,1,mastercard,5048376530715430,F,5.89,1,7.19
4652,16/01/2022 14:56:00,P0689,6,visa,4041595653635,F,15.35,3,17.09
4653,16/01/2022 19:54:00,P0559,4,americanexpress,374288119683604,F,6.29,1,7.69
4654,16/01/2022 21:20:00,P0313,8,mastercard,5108759076544230,F,8.53,6,9.59
4655,16/01/2022 23:41:00,P0141,6,mastercard,5108752369105060,F,14.75,1,16.09
4656,17/01/2022 2:33:00,P0587,5,americanexpress,374288380127935,F,13.88,1,14.89
4657,17/01/2022 3:38:00,P0529,6,americanexpress,374283193885654,F,17.59,1,18.79
4658,17/01/2022 4:44:00,P0533,8,,490320512571319,F,1.5,1,1.69
4659,17/01/2022 5:51:00,P0438,3,mastercard,5108752342737890,F,5.21,1,5.99
4660,17/01/2022 14:33:00,P0643,7,americanexpress,374288094674370,F,17.61,1,18.89
4661,17/01/2022 20:05:00,P0185,5,americanexpress,374283247231632,F,12.05,2,13.59
4662,17/01/2022 20:20:00,P0035,5,mastercard,5108752737684220,F,11.76,1,13.09
4663,17/01/2022 21:35:00,P0414,8,americanexpress,374288865596471,F,10.22,2,11.49
4664,17/01/2022 23:37:00,P0393,7,mastercard,5048373158881240,F,10.94,1,11.59
4665,18/01/2022 0:05:00,P0332,6,mastercard,5108754416012950,T,16.62,3,18.09
4666,18/01/2022 2:16:00,P0541,5,visa,4041595501852810,F,2.8,4,3.89
4667,18/01/2022 2:36:00,P0069,9,mastercard,5108758883880870,F,5.23,1,5.99
4668,18/01/2022 9:46:00,P0467,6,mastercard,5108758143626070,F,4.66,2,4.99
4669,18/01/2022 12:47:00,P0493,4,mastercard,5108753280264710,F,18.02,1,19.69
4670,18/01/2022 14:28:00,P0402,6,mastercard,5108751065562910,F,11.61,4,12.79
4671,18/01/2022 15:38:00,P0408,5,americanexpress,374288619461568,F,8.24,1,9.09
4672,18/01/2022 16:07:00,P0505,9,visa,4041591265350320,F,3.97,1,4.89
4673,18/01/2022 17:51:00,P0286,4,visa,4041592049175,F,10.87,1,11.59
4674,18/01/2022 18:54:00,P0310,3,visa,4041594581548,F,14.48,2,15.59
4675,18/01/2022 23:34:00,P0549,6,visa,4041590327495460,F,16.85,1,18.19
4676,19/01/2022 0:05:00,P0685,6,mastercard,5048378332313470,F,16.26,4,17.99
4677,19/01/2022 0:17:00,P0556,7,americanexpress,374283431960780,T,5.5,1,6.49
4678,19/01/2022 6:14:00,P0178,7,visa,4041598756215220,F,15.78,2,17.59
4679,19/01/2022 8:51:00,P0223,8,mastercard,5108752541811500,F,6.71,1,7.99
4680,19/01/2022 10:15:00,P0040,3,mastercard,5048371278644760,F,15.75,4,17.59
4681,19/01/2022 10:55:00,P0701,10,visa,4041596193664,F,11.06,1,11.69
4682,19/01/2022 16:29:00,P0211,9,americanexpress,374283572194538,T,17.54,1,18.69
4683,19/01/2022 16:31:00,P0300,3,mastercard,5108751558198500,F,7.58,3,8.29
4684,19/01/2022 16:48:00,P0374,7,americanexpress,374288197731887,F,6.65,1,7.99
4685,19/01/2022 18:27:00,P0182,2,visa,4041593651714,F,9.85,1,11.29
4686,19/01/2022 18:28:00,P0527,4,mastercard,5108754298809100,F,16.63,1,18.09
4687,19/01/2022 22:53:00,P0466,3,visa,4041590708301,F,14.01,1,14.89
4688,20/01/2022 1:52:00,P0095,6,visa,4041593153190,F,3.42,4,4.59
4689,20/01/2022 3:21:00,P0151,1,mastercard,5108757867267840,F,16.15,2,17.89
4690,20/01/2022 3:37:00,P0198,4,visa,4041597622570,F,17,1,18.19
4691,20/01/2022 4:41:00,P0439,3,visa,4041595360095550,F,18.12,2,19.79
4692,20/01/2022 7:04:00,P0355,7,mastercard,5048371819853040,F,6.54,3,7.89
4693,20/01/2022 9:00:00,P0078,3,visa,4041594546848,F,17.81,1,19.29
4694,20/01/2022 10:14:00,P0411,6,mastercard,5048378926138510,F,13.46,2,14.79
4695,20/01/2022 11:36:00,P0552,7,mastercard,5048370415851050,F,11.36,2,12.29
4696,20/01/2022 12:57:00,P0652,8,mastercard,5108752385563550,F,0.87,1,1.59
4697,20/01/2022 15:06:00,P0684,6,visa,4041597857622,F,6.15,1,7.49
4698,20/01/2022 17:20:00,P0514,4,americanexpress,374288205897837,F,18.98,2,20.99
4699,20/01/2022 19:02:00,P0497,7,americanexpress,374283075849687,T,19.75,5,21.39
4700,20/01/2022 22:46:00,P0147,4,americanexpress,374288293620430,F,18,3,19.59
4701,20/01/2022 23:01:00,P0165,6,mastercard,5108756792252450,F,0.94,1,1.59
4702,20/01/2022 23:12:00,P0401,8,americanexpress,374288349381185,F,16.69,2,18.09
4703,20/01/2022 23:26:00,P0213,8,mastercard,5048372925930480,F,11.19,1,11.99
4704,20/01/2022 23:32:00,P0550,4,mastercard,5108756166185960,F,15.35,1,17.09
4705,21/01/2022 0:27:00,P0559,7,visa,4041591823041390,F,6.29,2,7.69
4706,21/01/2022 1:47:00,P0322,5,americanexpress,374288542693683,F,13.65,3,14.89
4707,21/01/2022 1:55:00,P0277,9,visa,4041599033594,T,3.87,1,4.89
4708,21/01/2022 3:43:00,P0252,7,visa,4041599979956240,F,3.86,2,4.89
4709,21/01/2022 4:00:00,P0437,4,americanexpress,374283525326930,F,0.1,1,1.19
4710,21/01/2022 4:50:00,P0333,4,americanexpress,374288469056799,F,16.61,1,18.09
4711,21/01/2022 8:12:00,P0188,7,,3538867299286070,F,6.75,2,7.99
4712,21/01/2022 11:37:00,P0343,4,americanexpress,374288497752310,F,3.66,4,4.79
4713,21/01/2022 15:16:00,P0270,8,mastercard,5048371280582300,F,6.97,2,8.09
4714,21/01/2022 16:24:00,P0364,5,americanexpress,374288347617218,F,15.78,3,17.59
4715,21/01/2022 16:40:00,P0303,5,americanexpress,374283887451441,F,19.07,1,21.09
4716,21/01/2022 18:20:00,P0337,7,americanexpress,374288434250519,F,19.24,1,21.19
4717,21/01/2022 19:45:00,P0196,7,americanexpress,374283373548866,F,13.84,1,14.89
4718,21/01/2022 23:18:00,P0281,6,visa,4041593088594,F,2.39,2,3.29
4719,21/01/2022 23:39:00,P0382,2,americanexpress,374288973785032,F,14.22,2,15.09
4720,22/01/2022 13:04:00,P0280,5,mastercard,5048373337677910,F,6.26,1,7.59
4721,22/01/2022 17:27:00,P0332,5,mastercard,5108756530101570,F,16.62,1,18.09
4722,22/01/2022 18:47:00,P0235,1,visa,4041591730221,F,11.99,4,13.49
4723,22/01/2022 20:39:00,P0496,7,mastercard,5108753606996180,T,13.53,2,14.79
4724,23/01/2022 1:15:00,P0321,6,americanexpress,374283481784361,F,17.35,3,18.29
4725,23/01/2022 1:39:00,P0448,5,visa,4041599155914580,F,7.11,4,8.19
4726,23/01/2022 4:02:00,P0364,10,,560221640050812,F,15.78,3,17.59
4727,23/01/2022 6:14:00,P0681,6,americanexpress,374288431745909,T,5.26,2,6.09
4728,23/01/2022 7:52:00,P0310,8,americanexpress,374288158102508,F,14.48,1,15.59
4729,23/01/2022 9:43:00,P0396,9,mastercard,5108756099159310,F,4.18,3,4.89
4730,23/01/2022 11:32:00,P0498,4,mastercard,5048373617959230,F,11.6,1,12.79
4731,23/01/2022 11:56:00,P0010,4,mastercard,5048379178565280,F,3.3,1,4.49
4732,23/01/2022 13:21:00,P0387,7,mastercard,5108758947156400,F,4.99,2,5.59
4733,23/01/2022 14:54:00,P0247,7,americanexpress,374288537827486,T,13.58,3,14.79
4734,23/01/2022 15:24:00,P0015,4,visa,4041598482362,F,2.25,1,2.99
4735,23/01/2022 16:24:00,P0487,0,visa,4041593242312080,F,11.44,3,12.49
4736,23/01/2022 17:22:00,P0369,6,americanexpress,374288829082576,F,8.08,1,8.79
4737,23/01/2022 17:57:00,P0613,5,americanexpress,374283475040986,F,9.94,2,11.39
4738,23/01/2022 18:10:00,P0494,7,visa,4041598770246,F,17.33,3,18.29
4739,23/01/2022 20:24:00,P0500,7,visa,4041595160474,F,7.53,1,8.29
4740,23/01/2022 20:35:00,P0545,7,visa,4041591863415290,F,6.62,1,7.89
4741,23/01/2022 22:19:00,P0038,3,americanexpress,374288473038262,F,4.71,2,4.99
4742,23/01/2022 23:25:00,P0580,7,visa,4041597090372870,F,3.39,2,4.59
4743,24/01/2022 2:21:00,P0336,7,mastercard,5108755757205080,F,8.17,1,8.89
4744,24/01/2022 3:01:00,P0460,4,americanexpress,374283556951606,F,4.37,1,4.99
4745,24/01/2022 5:55:00,P0173,7,visa,4041595557174,F,0.93,6,1.59
4746,24/01/2022 7:16:00,P0713,9,americanexpress,374283210693099,F,11.32,2,12.29
4747,24/01/2022 8:11:00,P0439,8,visa,4041590777826460,F,18.12,1,19.79
4748,24/01/2022 8:19:00,P0155,7,americanexpress,374283902983915,F,7.92,3,8.39
4749,24/01/2022 11:08:00,P0323,7,americanexpress,374283916158124,F,0.34,5,1.29
4750,24/01/2022 11:43:00,P0594,5,mastercard,5108757434218580,T,6.68,3,7.99
4751,24/01/2022 18:09:00,P0144,9,visa,4041590324646,F,4.51,2,4.99
4752,24/01/2022 18:31:00,P0017,6,americanexpress,374288130795510,T,17.54,3,18.69
4753,24/01/2022 19:19:00,P0636,10,mastercard,5048376780660760,T,5.02,5,5.59
4754,24/01/2022 22:10:00,P0532,7,mastercard,5108756010628530,F,8.96,1,10.29
4755,24/01/2022 22:15:00,P0397,6,americanexpress,374283059216861,F,13.67,1,14.89
4756,24/01/2022 23:51:00,P0569,3,americanexpress,374288786794791,T,6.84,2,8.09
4757,25/01/2022 3:40:00,P0725,9,visa,4041592245414520,F,3.07,1,4.29
4758,25/01/2022 6:06:00,P0316,5,americanexpress,374283880609128,F,1.81,1,2.19
4759,25/01/2022 13:14:00,P0453,7,mastercard,5048378296605680,F,12.82,1,14.49
4760,25/01/2022 14:57:00,P0316,5,visa,4041591285036,F,1.81,4,2.19
4761,25/01/2022 18:30:00,P0670,8,visa,4041593357395,F,17.15,1,18.19
4762,25/01/2022 19:36:00,P0166,6,visa,4041590263646,F,10.88,1,11.59
4763,25/01/2022 20:56:00,P0582,8,americanexpress,374283417725553,F,5.55,2,6.59
4764,26/01/2022 1:19:00,P0354,4,mastercard,5048374202337870,F,15.35,1,17.09
4765,26/01/2022 5:15:00,P0683,8,americanexpress,374288229920631,F,11,1,11.59
4766,26/01/2022 6:34:00,P0579,2,americanexpress,374283066484197,F,19.5,1,21.29
4767,26/01/2022 7:52:00,P0502,7,mastercard,5048378701179290,F,1.37,2,1.69
4768,26/01/2022 8:17:00,P0438,5,americanexpress,374283012587531,F,5.21,4,5.99
4769,26/01/2022 9:05:00,P0597,5,visa,4041594947928540,F,12.19,2,13.79
4770,26/01/2022 9:27:00,P0392,5,americanexpress,374288694673004,F,13.78,3,14.89
4771,26/01/2022 9:49:00,P0084,6,americanexpress,374288105402951,F,9.69,2,11.19
4772,26/01/2022 10:02:00,P0210,9,americanexpress,374283045755436,T,2.78,2,3.89
4773,26/01/2022 11:29:00,P0059,6,mastercard,5108751379164720,F,11,3,11.59
4774,26/01/2022 13:58:00,P0475,7,visa,4041598788139940,F,8.08,2,8.79
4775,26/01/2022 14:22:00,P0400,4,americanexpress,374288765861447,F,6.39,1,7.69
4776,26/01/2022 14:54:00,P0460,8,mastercard,5108754758895880,T,4.37,1,4.99
4777,26/01/2022 15:20:00,P0104,6,visa,4041596503805,F,14.48,1,15.59
4778,26/01/2022 16:53:00,P0323,6,mastercard,5108754694022600,T,0.34,2,1.29
4779,26/01/2022 17:47:00,P0293,6,mastercard,5048376895341050,F,18.19,3,19.89
4780,26/01/2022 23:59:00,P0079,3,americanexpress,374283150171239,F,0.09,1,1.09
4781,27/01/2022 0:22:00,P0587,8,americanexpress,374288297021767,F,13.88,1,14.89
